Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Pakistan,"Population ages 0-14, male",9068005,9351783,9625271,9904614,10210678,10551266,10937138,11351495,11783991,12215177,12634325,13072028,13495682,13912136,14334585,14772178,15231006,15699560,16181943,16681387,17201000,17773293,18354293,18947453,19555619,20178284,20894941,21626165,22362512,23088230,23792541,24569623,25309949,26026970,26741381,27463458,28178487,28887680,29574433,30211428,30780055,31362394,31878584,32339435,32764705,33169268,33591177,33991265,34373946,34744226,35107034,35514034,35922268,36336810,36765168,37213852,37744490,38288954,38839614,39378827,39890248,40441850
Pakistan,"Mortality rate, infant, male (per 1,000 live births)",194,187.2,180.8,174.7,169.4,164.6,160.4,156.8,153.5,150.5,147.8,145.3,143,140.8,139,137.4,135.8,134.3,132.9,131.6,130.1,128.8,127.3,125.8,124.2,122.5,120.8,119,117,115.1,113,110.9,108.8,106.6,104.2,101.8,99.5,97.1,94.7,92.5,90.3,88.4,86.7,85.2,83.9,82.6,81.4,80.1,78.8,77.5,76,74.4,72.7,71,69.3,67.5,65.8,64.1,62.4,60.7,59,
Pakistan,"International migrant stock, total",6350296,,,,,5698452,,,,,5105556,,,,,4574348,,,,,5012524,,,,,6288210,,,,,6208204,,,,,3669308,,,,,4181912,,,,,3171132,,,,,3941586,,,,,3628956,,,,,,
Pakistan,Unemployment with intermediate education (% of total labor force with intermediate education),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.369999886,,8.960000038,,1.210000038,0.920000017,1.100000024,1.120000005,1.179999948,1.710000038,,5.71999979,3.859999895,6.119999886,,,5.610000134,6.699999809,,9.670000076
Pakistan,"Labor force, female (% of total labor force)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87317728,13.29960723,13.32628818,13.82998356,14.14919863,12.47963363,13.39239412,14.34999703,14.70998965,15.07944343,15.45436018,15.50650119,15.55878448,16.26135115,16.98016745,17.66269001,18.38105684,18.7396277,19.26398056,20.18765576,21.02269898,21.29840819,21.42982749,21.56243206,21.94811576,22.44504169,21.81856134,21.19237992,20.57173759,20.49783188,20.14621918,20.16222845
Pakistan,"Labor force with basic education, male (% of male working-age population with basic education)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.44000244,76.16000366,75.08999634,75.26000214,75.76999664,75.77999878,,76.37000275,75.55999756,75.84999847,,,77.19999695,76.91999817,,76.95999908
Pakistan,"Average working hours of children, working only, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,,,,,,,,,,
Pakistan,Child employment in services (% of economically active children ages 7-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.41,,,14.59,,,,,,,,,,
Pakistan,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.08,,,,,,,,,,
Pakistan,"Self-employed, total (% of total employment) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.26000214,66.08999634,66.12000275,65.98000336,65.87000275,65.87000275,63.56999969,64.75,64.75,64.41999817,64.43000031,60.15000153,60.15000153,62.11999893,62.11999893,61.33000183,61.50999832,62.84000015,63.02000046,63.40000153,63,61.65000153,60.22999954,60.22999954,60.59000015,61.34999847,59.22000122,57.04000092,56.31999969,,
Pakistan,"Child employment in agriculture, male (% of male economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.55,,,70.72,,,,,,,,,,
Pakistan,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,"Domestic private health expenditure per capita, PPP (current international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.87446602,45.84326869,44.27997675,47.93452546,50.47404078,66.8805962,86.63723875,88.5573986,84.56503958,75.851044,73.78601359,65.34685282,63.37655559,72.18307911,79.38612291,80.72701401,87.19807653,88.4543134,98.98993514,100.8543485,,
Pakistan,Current health expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88551998,2.70667124,2.82704878,2.43137884,2.3472271,2.70793724,3.00717139,3.13822842,2.92312193,2.61331201,2.59675789,2.34442639,2.35939932,2.6028018,2.72200799,2.68711925,2.89286923,2.90229392,3.20214486,3.37992716,,
Pakistan,"Tuberculosis case detection rate (%, all forms)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.2,12,17,22,32,39,50,52,55,53,52,52,55,58,60,65,65,64,58,48,
Pakistan,"Prevalence of stunting, height for age, female (% of children under 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,42.1,,,,,,,,,40.6,,,,,,,,,,42.9,,41.8,,,,,37.1,,,
Pakistan,"Maternal mortality ratio (national estimate, per 100,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,
Pakistan,ARI treatment (% of children under 5 taken to a health provider),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,69,,,,,,64.4,,,,,84.2,,,
Pakistan,Use of insecticide-treated bed nets (% of under-5 population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0.4,,,
Pakistan,Children (ages 0-14) newly infected with HIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,200,500,500,500,510,570,670,720,830,890,940,1900,1600,
Pakistan,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,29.8,29.9,29.9,29.7,29.4,29.2,28.9,28.7,28.4,28.3,28.1,28,28,27.8,27.7,27.6,27.4,27.1,26.9,,
Pakistan,Number of deaths ages 20-24 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20274,20504,20771,21024,21355,21701,22213,22756,23337,23953,24535,25025,25421,25587,25511,30228,24661,23971,23468,23282,23422,23642,23897,24082,24279,24445,24563,24709,24768,24859,24820,
Pakistan,Women who believe a husband is justified in beating his wife when she burns the food (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,,,,,18.3,,,
Pakistan,"Government expenditure per student, primary (% of GDP per capita)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40863,8.52796,8.09756,,,,,,
Pakistan,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462330014,0.490139991,0.516099989,,0.516099989,0.493039995,0.0087,0.02201,,
Pakistan,"Trained teachers in secondary education, male (% of male teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2906723,97.00830841,99.20143127,98.3000412,95.88657379,85.76651001,81.90235138,,,,
Pakistan,"Secondary education, vocational pupils",,,,,,,,,,,,34450,41476,61659,62999,43733,34505,32762,33143,34235,31204,40414,45082,49287,54369,48846,51668,66033,88579,123361,107645,90466,89416,,,,,,,,,,,83000,131112,153227,284013,330738,342350,388310,381915,389624,376337,374178,366979,329562,324598,355215,446376,,,
Pakistan,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",,,,,,,,,,,,,16.35907936,,,,,,,,,18.88805962,,,,,,,,,,,,,,,,,,,,,,,,32.16313171,44.04224014,,43.10630035,43.62115097,44.90626907,46.0934906,45.12879181,45.21171188,47.25516129,,47.25516129,45.65945053,24.00904083,28.67371941,,
Pakistan,"Primary education, teachers",,,,,,,,,,,,96288,105679,108035,115698,123361,130295,133295,134370,136876,140949,150004,159062,176700,177298,179000,180622,189400,196200,203449,209754,,,,,,,,,,423855,408871,413920,433461,432222,450136,427830,450027,446925,465334,463674,453164,438161,426575,417675,428281,452414,484267,520252,492753,,
Pakistan,"Over-age students, primary, female (% of female enrollment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00E-05,,0,,1.00E-05,,1.00E-05,,1.00E-05,,,0,0,26.49966,26.49967,26.49967,26.49967,,,
Pakistan,"Primary education, duration (years)",,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Pakistan,"School enrollment, tertiary (gross), gender parity index (GPI)",,,,,,,,,,,,0.288230002,0.313910007,0.311690003,0.324119985,0.344370008,0.323720008,0.363599986,0.38617,0.372979999,0.388370007,,,,,,0.373540014,0.368690014,0.387760013,,0.405640006,,0.268730015,,,,,,,,,,,0.803319991,0.788190007,0.869719982,0.847800016,0.847469985,0.847259998,0.847050011,,0.924830019,0.957620025,0.980729997,1.060089946,0.874130011,0.871720016,0.869639993,0.870880008,0.983900011,,
Pakistan,Coverage of social insurance programs in 2nd quintile (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.279357529,,5.876669232,,,,3.130007861,,2.630802325,,,3.924812673,,,
Pakistan,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.023702222,,,
Pakistan,Net secondary income (Net current transfers from abroad) (current US$),,,,,,,,40999139.02,78998341.03,106997753,80998299.03,65192335.15,193151076.3,136779353.1,149600000,228900000,352100020.2,742993843.9,1344208914,1632231934,2173670557,2529487579,2849794533,3433232503,2751329218,3095935986,3310098046,2958916375,2788438282,2702781472,2761176522,2726114600,3428663865,2705479066,2724131065,2778307079,2626143190,3269403862,3442538912,2847000000,3990000000,4736000000,5744000000,6642000000,6613000000,8659000000,10548000000,10585000000,11476000000,11154000000,12562000000,15687000000,17544000000,18092000000,20065000000,22027000000,23076000000,23403000000,23571000000,24758000000,25435004874,32842000000
Pakistan,GNI per capita (current LCU),396.2774214,425.2014472,434.3322657,454.5408008,498.1096445,552.1822343,595.0801772,658.0447257,689.2896625,724.2614635,813.5827967,845.2422641,877.9561163,1056.435944,1346.152365,1649.875575,1873.141372,2085.137944,2384.509528,2548.957556,2964.419771,3415.954436,3844.564707,4160.766428,4638.380791,5037.863796,5294.834718,5702.672808,6516.940642,7202.072326,7758.065548,8976.950696,10356.84862,11124.26263,12667.2358,14631.02514,16131.28208,17879.77259,19110.79104,20588.09665,29076.71117,30838.99093,31947.54078,34259.59397,38787.73002,43570.75224,49118.36034,53767.33288,60544.50098,73230.13999,81324.30474,98277.85599,105492.1911,115185.3334,126783.4639,135270.267,157968.482,168476.4088,181839.5681,198705.5777,211223.6009,243112.6714
Pakistan,Oil rents (% of GDP),,,,,,,,,,,,0.020482345,0.018244984,0.042228888,0.099894265,0.141213237,0.162518212,0.260995248,0.208200996,0.484974069,0.443380113,0.33902759,0.274891203,0.350798262,0.393521933,0.871683033,0.505254693,0.644334386,0.445824098,0.722783016,1.312150403,0.672442118,0.614074821,0.53971722,0.452442879,0.448736523,0.527166667,0.511788877,0.276321315,0.42823176,0.571163577,0.493134697,0.547012001,0.526734989,0.619309361,0.86286939,0.906084118,0.95599629,1.033140397,0.49650732,0.665042589,0.964858296,0.969392077,0.973181035,0.949209946,0.325743033,0.224256966,0.342228541,0.492026171,0.473507502,0.295068814,
Pakistan,GDP (current US$),3749265015,4118647627,4310163797,4630827383,5204955901,5929231415,6561108778,7464510710,8041999160,8683116338,10027509450,10665896682,9415016360,6383429490,8899191919,11230606061,13168080808,15126060606,17811515152,19688383838,23654444444,28100606061,30725971564,28691889764,31151825467,31144920844,31899070056,33351529275,38472742808,40171018229,40010423970,45625234698,48884606848,51809949334,52293456906,60636022423,63320122807,62433300338,62191955814,62973855719,82017743416,79484403985,79904985385,91760542940,1.08E+11,1.20E+11,1.37E+11,1.52E+11,1.70E+11,1.68E+11,1.77E+11,2.14E+11,2.24E+11,2.31E+11,2.44E+11,2.71E+11,3.14E+11,3.39E+11,3.56E+11,3.21E+11,3.00E+11,3.46E+11
Pakistan,"Adjusted net savings, excluding particulate emission damage (current US$)",,,,,,,,,,,,,,,,,770500000,1017000000,1442000000,1362000000,2164000000,2816000000,3073000000,3164000000,2819000000,1936000000,3402000000,4073000000,3594000000,3550000000,3513000000,5851000000,5932000000,3589000000,5293000000,5029000000,4100000000,4093000000,4779000000,4316000000,7336000000,8151000000,8507000000,10380000000,13060000000,11460000000,10000000000,10540000000,5606000000,11330000000,13640000000,16530000000,14530000000,18180000000,21050000000,26740000000,25560000000,21460000000,17910000000,15620000000,26720000000,
Pakistan,Adjusted savings: energy depletion (current US$),,,,,,,,,,,0,1801764.1,1685758.1,2503027.8,7073517.6,14790864,17793468,31098972,23757852,55216775,79636467,56982581,45815247,68290817,110200000,255800000,161400000,208200000,175300000,266200000,526700000,311900000,297100000,237500000,238000000,286900000,375600000,362700000,233300000,369100000,620000000,576600000,676900000,820900000,1131000000,1718000000,2202000000,2076000000,2291000000,1799000000,1987000000,3646000000,3838000000,3504000000,3661000000,2224000000,1360000000,1880000000,2726000000,2085000000,1268000000,
Pakistan,"Services, value added (current US$)",1367702646,1489920202,1577068459,1665476690,1848173037,2216505670,2624737505,2897942041,3068248635,3297354053,3718185636,3998950021,3610470122,2450108768,3546666667,4755555556,5471313131,6153030303,7360909091,8265151515,9682323232,11658484848,12788341232,12325984252,13714455328,13737137203,14176379417,14931255462,16982227286,17525376141,17349413360,19724040198,21034724884,23139616608,23370210191,27201787310,29022769492,28501407654,28169955893,28866059584,41276907466,40815389900,42170802209,48082533720,54592774014,61693936413,72243896245,80403996424,90322448099,89306685622,93612633139,1.09E+11,1.16E+11,1.20E+11,1.26E+11,1.41E+11,1.65E+11,1.81E+11,1.89E+11,1.72E+11,1.61E+11,1.81E+11
Pakistan,"Manufacturing, value added (annual % growth)",,12.77810655,13.17651692,11.20431344,11.36628711,9.927816373,8.594194543,5.660377416,6.37400797,8.626719471,11.33290404,6.43917485,1.249773627,8.72987478,6.350773276,0.525990078,1.385041541,1.806314543,10.21321009,8.008657957,10.25801603,10.63273886,13.75313521,7.033521336,7.885159615,8.089531265,7.549942285,7.527105543,9.983084126,3.960252174,5.724040525,3.745760724,7.219743736,4.44027821,4.546823228,2.535669976,3.732673604,-0.073946024,6.928969739,4.068503677,1.534181916,10.49377859,4.070656717,7.285409545,16.37944063,16.02546766,9.393261981,9.032753447,6.102099693,-4.17597754,1.371676021,2.499910204,2.084523479,4.845250545,5.648924709,3.88488825,3.685815476,4.867424521,7.078970918,4.521463425,-7.79857858,10.48516286
Pakistan,External balance on goods and services (constant LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,Changes in inventories (current LCU),536000000,206000000,223000000,254000000,153000000,352000000,391000000,854000000,332000000,567000000,706000000,847000000,850000000,1000000000,1000000000,2000000000,,1000000000,1000000000,1750000000,2000000000,4500000000,7858000000,6701000000,7489000000,8600000000,9000000000,9500000000,10400000000,12400000000,14000000000,15800000000,18700000000,21100000000,24600000000,28200000000,34338000000,38275000000,71400000000,48000000000,67894000000,74041000000,78729000000,85991000000,99260000000,1.14E+11,1.31E+11,1.48E+11,1.70E+11,2.11E+11,2.38E+11,2.92E+11,3.21E+11,3.58E+11,4.03E+11,4.39E+11,5.24E+11,5.69E+11,6.27E+11,7.01E+11,7.60E+11,8.88E+11
Pakistan,Gross national expenditure (% of GDP),106.0434636,107.8009484,107.6930572,107.6364956,107.6817558,109.9309368,105.380233,106.6533506,104.0656988,103.7098842,102.7329271,102.7583627,101.4705613,99.46215848,103.6798257,109.013968,107.6501181,108.514304,109.0572436,110.7739271,110.7153075,109.4976204,110.9415441,110.3250116,110.5733179,112.0383686,107.8142856,105.2782722,105.5665698,106.2777933,105.4571391,101.4971585,103.1393818,106.0781334,102.7195399,102.7128144,104.5239233,104.6883597,101.0421428,101.6129642,101.1243125,100.9574331,100.0817998,99.46165304,99.06016144,103.5337376,107.413804,106.5612017,110.8295797,107.2803434,105.8363909,105.0065656,108.0121746,106.7792927,106.4160771,106.4458491,107.228145,109.0288115,110.4624569,110.123849,108.1223887,109.9535144
Pakistan,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,691.7011523,693.6978275,740.8752815,724.624319,735.1893339,704.9449248,774.7775884,769.9579853,774.9715373,806.801218,840.0211718,850.507814,839.5351435,877.302714,857.8560649,865.5483147,860.0982173,870.0713185,904.9435724,979.7019998,982.2567756,1001.558268,1013.999281,986.8451346,986.7136673,1009.925601,1038.442262,1038.576971,1073.899136,1082.163518,1140.597953,1212.087033,1261.20441,1272.037482,1200.672848,
Pakistan,Military expenditure (current LCU),994500000,1000500000,954000000,1046000000,1228000000,2093500000,2617500000,2277500000,2345500000,2632000000,3025000000,3521000000,4151500000,4773500000,6031000000,7634500000,8248500000,9044500000,10215500000,11700000000,14150000000,17200000000,21950000000,26050000000,29700000000,34150000000,38000000000,43500000000,49000000000,53000000000,61000000000,73000000000,85000000000,93000000000,1.02E+11,1.16E+11,1.28E+11,1.37E+11,1.45E+11,1.53E+11,1.60E+11,1.76E+11,1.96E+11,2.15E+11,2.41E+11,2.73E+11,3.00E+11,3.25E+11,3.68E+11,4.31E+11,5.09E+11,6.01E+11,6.99E+11,7.77E+11,8.75E+11,9.75E+11,1.05E+12,1.20E+12,1.40E+12,1.54E+12,,
Pakistan,Secure Internet servers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,146,240,328,479,680,6448,23923,23161,13549,16293,
Pakistan,Transport services (% of commercial service exports),,,,,,,,,,,,,,,,,54.22354949,49.80635167,45.76,53.57903707,47.64895908,51.1002886,52.96932025,48.62890287,49.66046858,51.53975737,49.11564396,50.26332458,44.65329213,51.61191383,59.25963602,62.39747999,66.34209263,57.60861087,60.18323828,57.96651954,50.54679625,57.05064977,56.83624801,61.0974611,67.52411576,64.86915147,54.54545455,57.84381479,54.77823556,53.03104978,50.27100271,48.92448513,48.74851013,45.79698652,48.58410099,47.72924501,43.0889298,37.35267452,38.62612613,33.94044522,28.57164172,20.32341803,19.06093646,19.13920299,13.70465247,11.17419808
Pakistan,Merchandise exports to high-income economies (% of total merchandise exports),62.55742726,61.28459,61.86379928,65.1577802,55.12374719,54.0003819,58.0033557,64.32758332,68.35788325,66.32459085,64.84552037,67.05109313,74.15816364,72.450352,60.25600803,66.85471826,70.483215,60.16531038,69.96269157,64.95588049,60.86080125,57.99888295,66.30455149,62.11965501,67.65270271,71.14394432,76.34228386,76.51335959,77.74325676,75.53857185,77.75940184,76.2838535,77.25645961,79.50707553,80.50419623,75.44961104,78.00857885,81.58482336,80.05566289,82.08273311,81.64055542,79.97816636,80.66690361,79.62631026,77.30463229,72.45375344,72.75524367,72.80593565,66.6963976,62.65493559,61.10417957,57.82169357,57.74760901,57.86283563,60.30278252,61.22838713,63.9609614,64.31238674,63.66474945,65.70522574,68.86351724,
Pakistan,Commercial service imports (current US$),,,,,,,,,,,,,,,,,372055106.1,403617882.4,529564523.7,658454317.6,733961409.6,795361665.7,828143400.6,851502536.9,973225547.6,1011230327,1007588803,1105677617,1295832824,1516931140,1863072420,2084059207,2422617669,2376615923,2181778312,2430729611,2912559245,2424000455,1945000000,1793000000,1987000000,2097000000,1992000000,3040000000,5132000000,7290000000,8177000000,8562000000,9366000000,5966430000,6551000000,7408000000,7634000000,7241000000,7980000000,8215000000,9288109000,11160061000,11129877000,9724078000,7639944000,9339127000
Pakistan,Ores and metals imports (% of merchandise imports),,,2.20514254,1.82349422,2.332209379,1.892901223,2.192913226,3.31113072,2.275825113,1.872542121,2.878237377,2.530002632,2.521603676,3.497683609,3.926357944,2.975693335,2.516940902,3.159246147,3.512429547,2.064658374,2.674342694,3.855303585,2.597734434,2.578681875,2.502993807,2.438510362,2.80523791,3.783185585,,,3.557478565,3.507199801,3.366837618,2.902774975,,2.606339889,2.631761404,2.152724432,2.164858073,2.099462703,2.107470849,2.676963183,2.515511074,2.636901775,2.622394054,3.314449664,3.058208527,3.725992431,3.074384243,3.672382586,2.938868318,2.770219522,2.613995345,2.894421302,3.252799306,3.875441352,3.659616862,3.949786586,4.027463332,4.293446263,4.942489711,4.335602388
Pakistan,"Tariff rate, most favored nation, weighted mean, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95,,,40.69,23.13,23.12,20.62,17.39,16.72,13.02,13.01,12.77,12.23,9.7,9.88,10.2,9.74,9.79,9.41,9.91,10.66,11.32,,10.57,9.82,9.54,
